random_ID,total_income_hhld_code
1318,13
1319,10
1320,12
1321,14
1322,13
1323,13
1324,12
1326,12
1328,12
1329,13
1331,13
1332,12
1333,8
1334,5
1336,14
1337,6
1338,12
1339,8
1340,12
1341,13
1342,13
1343,13
1345,13
1347,13
1348,13
1349,9
1350,13
1351,12
1352,13
1354,14
1356,11
1357,11
1358,14
1362,8
1366,14
1367,13
1368,12
1370,9
1371,2
1374,12
1375,14
1376,14
1377,7
1378,12
1381,12
1382,13
1383,14
1384,12
1385,14
1386,8
1387,14
1390,12
1392,14
1393,9
1394,7
1395,12
1397,11
1398,14
1399,11
1400,13
1401,13
1403,13
1406,10
1407,10
1408,10
1409,13
1410,13
1412,12
1413,14
1414,5
1415,10
1416,12
1419,14
1421,13
1422,7
1423,13
1424,13
1425,3
1428,13
1430,13
1431,5
1432,13
1433,8
1434,14
1435,14
1436,11
1437,14
1438,11
1440,11
1444,12
1445,14
1446,14
1447,14
1448,11
1450,11
1451,12
1452,10
1453,14
1454,13
1455,3
1457,13
1458,13
1459,11
1460,14
1462,13
1463,14
1464,13
1465,11
1466,13
1468,13
1469,10
1471,13
1472,4
1474,13
1476,12
1477,4
1479,14
1480,10
1484,13
1485,12
1489,13
1490,14
1493,4
1494,12
1495,14
1496,12
1497,14
1498,6
1499,4
1501,13
1502,11
1505,11
1506,12
1509,14
1511,14
1512,12
1514,14
1515,11
1516,14
1517,13
1518,12
1520,13
1521,5
1522,11
1524,12
1525,13
1526,14
1528,13
1530,14
1532,12
1533,7
1534,9
1535,13
1536,7
1538,14
1539,12
1542,11
1543,9
1548,14
1549,11
1550,7
1553,13
1554,14
1555,13
1558,8
1559,10
1560,14
1562,12
1564,12
1568,14
1570,14
1575,9
1578,6
1579,13
1580,13
1581,12
1582,12
1583,7
1586,11
1587,14
1588,8
1589,14
1591,13
1592,13
1593,14
1597,14
1598,9
1600,10
1601,7
1604,13
1605,5
1606,13
1609,11
1610,12
1611,4
1612,9
1613,13
1614,12
1616,12
1617,11
1618,12
1619,13
1620,11
1621,11
1622,13
1623,12
1624,10
1626,11
1628,6
1629,14
1631,6
1633,14
1634,11
1635,8
1636,12
1637,13
1638,12
1639,14
1640,13
1641,12
1643,14
1645,11
1646,14
1647,14
1648,13
1649,12
1652,5
1653,6
1654,13
1656,13
1657,12
1658,9
1659,13
1660,14
1661,14
1662,13
1663,14
1664,12
1666,14
1667,12
1668,12
1670,14
1671,12
1673,12
1675,4
1677,13
1678,12
1679,9
1680,9
1681,7
1683,12
1684,10
1685,13
1686,12
1687,14
1689,9
1691,14
1693,13
1694,14
1696,12
1697,9
1698,14
1700,14
1702,4
1703,11
1704,13
1705,12
1707,10
1710,8
1712,13
1713,13
1715,14
1717,12
1718,12
1720,12
1721,12
1723,8
1724,14
1725,11
1728,11
1730,13
1732,12
1734,8
1738,13
1739,14
1740,13
1742,6
1743,13
1744,12
1745,13
1746,14
1747,13
1748,9
1750,12
1754,14
1756,7
1757,12
1758,7
1760,13
1764,10
1765,12
1766,12
1767,3
1768,13
1770,12
1772,7
1774,13
1775,13
1776,4
1777,5
1778,12
1780,14
1781,10
1782,10
1783,14
1785,13
1786,7
1787,14
1788,10
1789,7
1790,10
1791,6
1792,6
1793,12
1795,14
1796,14
1798,14
1799,14
1802,7
1803,14
1804,12
1805,13
1806,7
1807,14
1809,13
1811,13
1812,6
1816,14
1817,12
1821,13
1822,5
1823,10
1824,8
1825,12
1826,13
1828,2
1829,14
1831,12
1832,14
1833,12
1836,13
1838,3
1840,12
1841,13
1842,13
1843,12
1844,11
1846,4
1847,11
1848,12
1849,14
1850,12
1851,12
1852,12
1853,3
1855,3
1857,10
1860,12
1861,14
1862,11
1863,10
1864,11
1866,13
1867,12
1868,13
1869,10
1871,12
1872,9
1874,7
1875,11
1876,7
1878,13
1880,14
1881,14
1882,12
1883,14
1884,11
1885,14
1886,12
1887,14
1888,13
1889,12
1890,12
1891,13
1894,12
1896,13
1897,13
1898,14
1899,11
1900,13
1901,7
1902,13
1903,9
1905,11
1906,14
1908,12
1909,12
1911,8
1912,12
1913,14
1914,13
1915,14
1918,14
1919,12
1921,7
1922,8
1923,12
1924,14
1925,13
1929,13
1930,10
1931,13
1934,9
1935,14
1938,14
1939,5
1940,13
1941,13
1942,12
1947,12
1948,12
1950,13
1953,11
1955,12
1958,14
1960,14
1963,9
1965,14
1966,14
1968,13
1969,10
1971,13
1973,14
1974,10
1978,13
1979,9
1980,7
1981,13
1982,11
1984,12
1985,6
1987,12
1988,11
1991,12
1993,14
1994,11
1995,14
1996,12
1997,12
1998,10
1999,6
2001,7
2002,10
2003,12
2004,14
2005,14
2007,14
2009,10
2010,14
2012,14
2013,14
2015,13
2017,13
2018,10
2019,14
2021,7
2022,14
2023,10
2024,11
2026,12
2027,11
2028,13
2030,13
2031,8
2032,14
2033,13
2034,13
2035,14
2037,12
2038,12
2039,12
2041,13
2042,5
2043,14
2045,14
2049,12
2050,13
2051,12
2054,13
2059,6
2062,7
2063,14
2065,14
2067,13
2069,13
2071,12
2072,14
2073,13
2076,13
2078,6
2080,14
2081,11
2083,12
2085,13
2089,7
2090,10
2091,14
2092,13
2094,11
2096,14
2099,13
2100,10
2101,13
2102,8
2103,5
2104,14
2105,13
2106,13
2107,14
2108,13
2110,14
2111,14
2112,14
2113,12
2114,14
2117,12
2118,12
2119,5
2120,12
2122,11
2123,14
2124,12
2126,13
2127,13
2129,10
2130,12
2131,12
2132,14
2133,6
2134,11
2135,6
2136,13
2137,13
2138,14
2139,13
2140,13
2142,9
2144,13
2146,12
2152,13
2153,10
2154,14
2155,14
2156,13
2157,13
2160,11
2161,11
2164,14
2166,14
2167,13
2168,10
2169,13
2170,7
2171,14
2172,12
2175,11
2176,13
2177,6
2178,12
2179,11
2180,10
2183,11
2187,10
2189,12
2190,12
2191,10
2192,13
2193,14
2195,6
2196,14
2197,12
2198,8
2199,13
2200,12
2201,14
2202,8
2204,11
2206,13
2208,10
2209,13
2210,11
2211,11
2214,12
2215,10
2217,13
2219,14
2220,4
2221,14
2222,12
2223,8
2227,13
2229,12
2230,12
2231,5
2232,13
2233,13
2234,12
2239,12
2241,14
2242,14
2243,14
2244,12
2245,8
2246,6
2247,10
2249,12
2251,5
2252,11
2255,14
2257,3
2258,5
2259,12
2261,14
2263,11
2264,14
2265,9
2267,13
2270,12
2272,14
2273,14
2274,12
2275,12
2277,9
2278,11
2279,10
2280,14
2281,14
2287,14
2288,12
2290,10
2293,14
2294,12
2296,12
2297,13
2298,11
2299,13
2300,11
2303,6
2304,12
2305,1
2306,12
2309,8
2310,9
2311,13
2312,13
2313,13
2314,7
2315,13
2316,11
2319,13
2320,14
2322,12
2323,9
2324,12
2325,12
2326,12
2327,11
2328,12
2331,13
2332,14
2333,9
2335,14
2336,14
2337,12
2338,4
2339,9
2341,13
2342,10
2344,12
2346,12
2349,7
2350,12
2351,12
2353,13
2354,12
2355,11
2356,13
2357,11
2358,14
2359,14
2361,14
2362,14
2363,14
2365,14
2366,13
2367,14
2369,10
2370,14
2371,13
2373,12
2374,13
2377,12
2378,4
2379,12
2380,13
2381,14
2382,14
2384,13
2385,12
2386,14
2388,13
2389,5
2390,14
2392,10
2393,12
2395,14
2398,14
2400,13
2401,13
2402,14
2403,14
2406,6
2408,5
2409,13
2410,12
2411,12
2412,14
2413,12
2414,7
2415,14
2417,14
2419,8
2420,14
2421,6
2422,14
2423,14
2425,12
2426,12
2428,12
2430,14
2431,12
2432,13
2433,13
2435,14
2436,14
2437,11
2438,12
2439,13
2440,14
2441,9
2442,10
2444,13
2445,14
2447,10
2448,12
2450,5
2451,5
2453,12
2454,14
2455,14
2456,9
2457,6
2458,10
2460,9
2462,13
2463,14
2464,12
2465,11
2467,12
2468,5
2469,12
2470,13
2471,10
2472,11
2473,14
2474,12
2475,10
2477,13
2478,13
2479,13
2480,11
2481,12
2482,11
2483,14
2484,14
2485,13
2486,12
2487,11
2490,13
2492,11
2494,14
2495,13
2496,7
2497,9
2498,12
2501,14
2502,14
2503,4
2504,13
2505,12
2507,14
2508,13
2509,14
2511,14
2512,13
2513,14
2514,4
2515,13
2517,13
2518,13
2520,12
2521,12
2524,10
2525,13
2526,7
2527,13
2529,7
2530,12
2532,7
2533,13
2535,12
2537,13
2543,13
2544,14
2546,12
2550,12
2551,12
2552,12
2553,12
2554,14
2555,8
2557,12
2558,12
2560,5
2561,14
2562,14
2564,11
2565,13
2567,9
2568,9
2570,5
2572,13
2574,4
2575,12
2579,8
2580,10
2581,14
2583,8
2584,6
2586,13
2587,7
2588,7
2589,13
2590,12
2591,14
2592,11
2593,12
2596,12
2597,13
2598,14
2599,13
2601,12
2605,9
2607,11
2608,14
2609,11
2611,14
2613,9
2614,12
2616,13
2617,12
2618,12
2619,12
2620,12
2621,12
2623,13
2625,9
2626,13
2628,14
2631,14
2633,7
2635,13
2637,14
2638,7
2639,12
2641,7
2642,12
2644,12
2645,8
2646,9
2647,14
2649,11
2650,14
2652,13
2654,12
2655,11
2657,8
2658,6
2659,11
2661,12
2662,1
2664,12
2665,13
2668,10
2669,2
2670,13
2672,11
2673,13
2674,12
2675,13
2676,14
2677,8
2678,14
2679,12
2680,12
2681,13
2682,14
2684,13
2685,5
2687,7
2688,14
2689,14
2691,12
2693,14
2694,13
2696,11
2698,13
2701,13
2702,14
2704,13
2705,14
2706,14
2707,12
2708,7
2709,6
2710,13
2712,13
2713,12
2716,6
2717,12
2718,11
2719,7
2720,14
2721,12
2722,13
2723,14
2724,13
2725,10
2726,12
2727,10
2728,13
2729,14
2730,10
2733,10
2734,11
2738,14
2739,11
2740,13
2741,9
2743,8
2744,5
2746,5
2749,13
2750,10
2753,6
2756,11
2760,12
2762,13
2763,7
2765,12
2766,14
2768,13
2769,11
2771,13
2772,14
2773,12
2775,13
2776,13
2777,11
2778,10
2780,6
2782,11
2783,13
2788,13
2789,12
2790,14
2791,9
2792,9
2794,12
2795,13
2796,7
2799,14
2800,11
2801,11
2802,13
2804,6
2805,14
2806,14
2809,12
2811,12
2813,14
2814,13
2815,6
2816,12
2817,12
2819,14
2821,11
2822,7
2826,14
2827,13
2828,13
2830,14
2831,13
2832,12
2833,8
2835,13
2836,14
2838,14
2840,11
2841,14
2842,13
2844,12
2845,13
2848,4
2849,13
2850,11
2851,14
2852,14
2853,14
2854,13
2855,6
2858,14
2859,14
2861,11
2862,13
2864,14
2867,14
2868,12
2869,14
2870,13
2871,9
2872,7
2873,12
2875,6
2876,11
2880,10
2881,12
2882,14
2883,12
2884,6
2885,13
2887,11
2888,13
2889,13
2890,14
2891,14
2892,3
2894,14
2895,12
2896,12
2898,14
2899,13
2900,8
2901,10
2902,14
2903,7
2904,14
2906,12
2907,14
2908,13
2909,13
2910,13
2913,11
2914,14
2916,12
2917,1
2918,3
2920,14
2921,13
2923,7
2924,8
2926,12
2927,14
2928,9
2929,12
2930,13
2932,11
2933,9
2935,13
2936,14
2937,11
2938,14
2941,7
2944,12
2945,13
2946,3
2947,13
2948,14
2949,10
2951,11
2955,13
2957,12
2958,14
2959,13
2960,14
2962,11
2965,12
2968,12
2969,12
2971,14
2975,14
2976,12
2978,12
2979,13
2980,14
2981,13
2982,14
2983,12
2984,6
2985,13
2986,14
2988,12
2989,13
2990,14
2993,12
2994,12
2995,14
2997,10
2998,11
2999,12
3000,12
3001,7
3003,14
3004,5
3005,13
3007,1
3008,14
3010,13
3011,13
3012,13
3013,10
3015,14
3016,13
3017,13
3018,12
3019,12
3021,12
3022,13
3023,14
3024,12
3026,7
3028,13
3029,7
3030,4
3031,13
3032,14
3034,3
3035,11
3036,12
3037,13
3038,14
3039,12
3041,11
3046,5
3047,12
3048,13
3049,8
3051,13
3052,10
3053,12
3055,12
3056,9
3057,9
3058,14
3059,11
3060,14
3061,14
3062,14
3067,14
3069,14
3070,11
3071,10
3072,9
3074,7
3076,13
3077,14
3078,13
3079,12
3080,11
3081,5
3084,10
3085,12
3086,11
3088,13
3093,14
3097,12
3098,12
3099,12
3100,13
3102,14
3103,14
3104,10
3105,13
3106,12
3108,13
3109,13
3110,8
3111,11
3113,12
3114,10
3115,11
3116,14
3117,5
3118,13
3119,12
3122,11
3124,7
3125,13
3126,13
3127,12
3128,10
3129,12
3132,12
3133,11
3134,14
3137,14
3138,12
3139,7
3140,13
3142,14
3145,13
3146,14
3150,14
3151,7
3152,12
3153,10
3154,12
3155,14
3156,5
3157,12
3159,14
3161,14
3162,6
3163,9
3166,7
3167,11
3168,14
3169,2
3170,12
3171,8
3175,14
3176,13
3177,11
3178,10
3179,10
3184,13
3185,14
3188,14
3189,14
3190,7
3191,3
3192,14
3193,8
3194,10
3195,13
3196,14
3197,12
3198,12
3200,12
3201,13
3202,12
3203,13
3204,12
3205,12
3206,13
3207,12
3209,12
3210,13
3211,14
3212,14
3213,13
3214,14
3215,10
3216,5
3219,6
3220,11
3221,14
3222,11
3223,14
3224,12
3225,4
3226,14
3228,14
3230,12
3233,14
3234,12
3235,14
3236,11
3237,11
3238,2
3239,12
3240,10
3242,6
3243,14
3244,12
3245,14
3246,14
3247,12
3248,13
3249,14
3250,8
3251,6
3252,7
3253,12
3254,10
3256,6
3257,14
3259,12
3261,2
3263,13
3264,11
3265,9
3266,10
3267,13
3270,14
3271,13
3274,13
3275,11
3276,12
3277,14
3279,14
3280,14
3281,7
3282,9
3284,13
3285,14
3286,14
3288,12
3289,14
3291,13
3292,12
3295,14
3296,12
3297,12
3298,11
3300,12
3301,11
3303,13
3305,13
3307,12
3309,13
3310,14
3311,14
3312,14
3313,14
3314,12
3315,13
3316,14
3320,13
3321,14
3322,14
3323,12
3326,14
3327,12
3329,12
3330,13
3333,13
3334,12
3336,13
3338,12
3339,14
3340,13
3341,8
3343,14
3344,9
3346,10
3349,11
3350,12
3353,12
3355,10
3356,13
3357,12
3358,12
3359,10
3361,12
3364,14
3365,11
3366,10
3367,13
3368,14
3371,12
3373,7
3374,7
3375,14
3376,11
3377,13
3378,12
3379,12
3380,13
3381,14
3382,14
3385,11
3386,7
3387,7
3388,13
3389,8
3393,13
3395,14
3396,14
3397,12
3398,14
3399,10
3400,13
3401,9
3403,13
3404,11
3407,8
3408,12
3410,13
3411,13
3412,12
3413,13
3414,11
3415,1
3418,13
3420,13
3422,13
3424,14
3426,14
3427,14
3429,14
3430,13
3431,14
3432,12
3435,3
3436,11
3438,13
3440,13
3441,14
3442,13
3444,12
3446,13
3447,14
3448,13
3449,8
3450,14
3451,11
3453,10
3455,10
3456,13
3457,13
3460,14
3464,13
3466,14
3467,13
3468,11
3469,12
3470,14
3472,11
3475,12
3478,7
3480,14
3482,9
3484,13
3487,14
3489,13
3490,12
3491,14
3492,13
3493,14
3494,10
3495,7
3496,14
3497,7
3498,12
3500,14
3501,13
3504,11
3506,5
3507,14
3508,13
3509,14
3510,13
3511,14
3512,1
3514,11
3515,14
3516,13
3518,14
3520,13
3521,13
3522,12
3523,5
3524,13
3525,13
3527,2
3528,6
3529,12
3530,12
3531,7
3532,14
3535,13
3536,12
3537,13
3538,14
3539,14
3540,13
3541,11
3542,14
3543,14
3545,13
3549,12
3550,10
3552,13
3553,5
3554,13
3555,11
3557,12
3558,12
3559,12
3560,12
3561,10
3562,14
3563,10
3564,8
3566,12
3567,14
3569,11
3572,14
3574,10
3576,12
3578,10
3579,13
3580,5
3582,13
3584,14
3585,14
3586,3
3589,3
3590,11
3591,4
3595,14
3596,11
3598,10
3601,6
3604,6
3605,8
3608,6
3609,14
3610,13
3611,14
3612,14
3613,13
3615,14
3617,13
3619,12
3620,12
3621,13
3622,12
3624,12
3626,13
3628,10
3629,13
3630,14
3631,14
3632,9
3634,14
3635,13
3638,11
3640,14
3641,12
3642,12
3644,14
3645,14
3647,12
3649,4
3650,13
3651,14
3652,10
3654,14
3655,14
3657,14
3658,11
3659,14
3660,12
3662,13
3663,13
3665,7
3666,12
3668,13
3670,13
3671,12
3674,14
3675,11
3677,12
3681,12
3682,7
3683,13
3686,11
3687,14
3688,13
3689,11
3690,12
3692,13
3693,13
3695,10
3697,12
3699,12
3700,13
3702,13
3703,13
3704,12
3705,13
3706,14
3707,13
3709,9
3710,11
3711,11
3712,12
3713,12
3714,12
3716,12
3717,11
3718,6
3721,5
3722,14
3723,11
3724,14
3725,12
3726,14
3728,12
3730,14
3731,13
3732,13
3733,14
3735,13
3736,13
3737,14
3738,9
3739,14
3740,7
3741,13
3743,13
3745,14
3746,14
3747,11
3749,12
3750,12
3751,14
3752,5
3754,14
3755,12
3756,10
3758,12
3759,12
3762,11
3764,14
3766,13
3767,14
3769,5
3770,12
3772,12
3773,14
3774,6
3775,14
3776,13
3777,14
3778,13
3780,11
3782,11
3783,10
3784,9
3785,12
3786,11
3789,4
3790,12
3792,14
3793,13
3795,8
3796,10
3798,12
3799,14
3800,7
3801,5
3805,14
3807,14
3808,12
3809,13
3810,14
3812,14
3813,12
3814,14
3815,12
3818,14
3820,7
3821,10
3822,8
3823,14
3824,13
3826,13
3827,13
3828,14
3829,5
3830,12
3832,13
3833,13
3834,12
3835,13
3836,12
3837,13
3839,12
3840,12
3841,12
3842,11
3846,12
3849,13
3850,13
3851,6
3852,11
3854,14
3856,11
3857,10
3859,14
3860,14
3862,5
3864,6
3865,12
3866,12
3867,14
3868,10
3869,11
3870,14
3873,11
3875,7
3877,10
3879,12
3882,14
3884,12
3887,14
3888,12
3891,12
3892,11
3893,12
3894,8
3896,14
3897,13
3900,13
3901,13
3903,10
3905,14
3906,12
3907,12
3908,14
3909,12
3910,12
3912,12
3913,13
3914,7
3919,13
3920,13
3921,13
3923,11
3924,4
3928,14
3929,11
3930,12
3932,11
3934,10
3935,14
3936,14
3937,13
3938,13
3939,13
3941,7
3942,12
3943,14
3944,10
3946,8
3948,12
3950,4
3951,6
3952,13
3953,7
3954,12
3955,7
3956,14
3958,14
3959,12
3960,11
3961,11
3962,7
3964,13
3965,10
3968,13
3969,13
3970,12
3971,14
3973,5
3974,11
3975,5
3976,13
3977,13
3980,14
3981,14
3982,12
3983,12
3984,13
3985,14
3986,7
3987,12
3988,12
3989,12
3990,6
3991,14
3992,14
3995,14
3997,12
3998,12
3999,14
4000,12
4002,12
4004,7
4005,14
4006,11
4007,12
4008,12
4009,14
4012,13
4013,14
4014,12
4016,14
4017,12
4019,12
4020,12
4021,13
4022,13
4024,14
4025,12
4026,12
4027,14
4028,12
4030,14
4032,14
4034,14
4035,13
4036,12
4037,5
4038,6
4041,13
4043,13
4044,12
4045,5
4048,14
4049,13
4051,12
4052,13
4053,12
4054,12
4055,13
4056,12
4057,5
4058,12
4059,13
4060,12
4063,13
4064,12
4065,13
4066,13
4067,14
4068,12
4069,13
4070,13
4071,14
4073,14
4074,12
4075,14
4076,14
4077,13
4079,7
4080,12
4081,13
4082,12
4083,5
4084,14
4085,12
4086,7
4087,12
4088,4
4090,12
4091,14
4092,14
4093,7
4094,10
4095,13
4096,12
4097,13
4098,14
4099,14
4101,12
4103,14
4104,13
4106,7
4108,7
4110,14
4112,12
4115,13
4116,13
4117,12
4118,14
4119,13
4123,13
4125,11
4126,6
4127,12
4130,11
4131,13
4132,14
4133,10
4134,7
4135,14
4136,13
4137,12
4140,12
4141,14
4142,13
4144,12
4148,14
4150,13
4152,12
4153,12
4155,14
4156,14
4157,14
4158,14
4160,14
4161,13
4162,14
4164,12
4165,6
4166,12
4167,7
4169,12
4170,7
4172,12
4173,14
4174,13
4175,12
4176,5
4178,14
4181,12
4182,14
4183,7
4184,14
4185,12
4187,7
4188,12
4189,7
4194,12
4195,14
4196,12
4198,12
4200,12
4201,13
4203,12
4205,14
4206,14
4207,13
4208,6
4209,11
4210,14
4212,13
4214,13
4216,12
4217,13
4218,13
4219,12
4220,13
4222,14
4223,12
4225,7
4226,13
4228,13
4229,12
4230,12
4231,14
4233,6
4235,14
4236,14
4237,12
4239,14
4242,12
4243,12
4244,13
4245,13
4247,14
4249,14
4250,14
4252,13
4253,12
4254,12
4256,6
4257,13
4258,7
4259,12
4260,12
4262,13
4264,12
4265,7
4267,13
4268,7
4269,5
4270,7
4271,7
4272,12
